date	latitude	longitude	suicide	attacktype1	targtype1	weaptype1	nkill	nwound	iyear	imonth	iday	provstate
05/08/2013	29.880988	67.337753	0	3	21	6	0	0	2013	08	05	Balochistan
05/08/2013	29.880988	67.337753	0	3	21	6	0	0	2013	08	05	Balochistan
05/08/2013	33.781216	70.445066	0	2	14	5	1	0	2013	08	05	Federally Administered Tribal Areas
05/08/2013	28.459033	65.804672	0	2	1	5	0	1	2013	08	06	Gilgit-Baltistan
06/08/2013	35.42207	74.091003	0	2	4	5	3	2	2013	08	06	Sindh
06/08/2013	25.765344	68.662134	0	3	19	6	0	0	2013	08	06	Sindh
06/08/2013	24.795618	67.062752	0	3	1	6	0	0	2013	08	06	Sindh
06/08/2013	24.794188	67.054445	0	3	1	6	0	0	2013	08	06	Sindh
06/08/2013	24.789279	67.063336	0	3	1	6	0	0	2013	08	06	Sindh
06/08/2013	24.79515	67.06118	0	3	1	6	0	0	2013	08	06	Khyber Pakhtunkhwa
06/08/2013	34.284453	71.931095	0	3	1	6	0	0	2013	08	06	Federally Administered Tribal Areas
06/08/2013	34.726165	71.492543	0	3	8	6	0	0	2013	08	06	Federally Administered Tribal Areas
06/08/2013	34.766074	71.41021	0	3	14	6	0	0	2013	08	06	Khyber Pakhtunkhwa
06/08/2013	33.986111	71.456944	0	1	2	6	0	0	2013	08	05	Balochistan
07/08/2013	24.869404	66.995823	0	3	2	6	11	24	2013	08	07	Sindh
07/08/2013	29.800905	66.850383	0	3	1	6	3	11	2013	08	07	Balochistan
07/08/2013	32.881667	70.916389	0	3	8	6	0	0	2013	08	07	Khyber Pakhtunkhwa
07/08/2013	32.881667	70.916389	0	3	3	6	0	0	2013	08	07	Khyber Pakhtunkhwa
07/08/2013	32.881667	70.916389	0	3	4	6	0	0	2013	08	07	Khyber Pakhtunkhwa
07/08/2013	25.018032	67.135825	0	2	1	5	2	0	2013	08	07	Sindh
07/08/2013	28.376389	69.363889	0	3	14	6	3	0	2013	08	07	Sindh
07/08/2013	28.490733	65.095779	0	2	14	5	13	0	2013	08	07	Balochistan
07/08/2013	34.34339	71.2367	0	3	14	6	0	1	2013	08	07	Federally Administered Tribal Areas
07/08/2013	34.333333	73.2	0	3	20	6	0	0	2013	08	07	Khyber Pakhtunkhwa
07/08/2013	34.34339	71.2367	0	2	14	5	0	1	2013	08	07	Federally Administered Tribal Areas
07/08/2013	26.887014	68.280709	0	3	19	6	0	0	2013	08	08	Khyber Pakhtunkhwa
08/08/2013	34.213333	72.297778	0	3	2	6	0	0	2013	08	08	Khyber Pakhtunkhwa
08/08/2013	31.734167	70.336389	0	3	3	6	0	0	2013	08	08	Khyber Pakhtunkhwa
08/08/2013	34.538025	72.138412	0	2	3	5	0	0	2013	08	08	Balochistan
08/08/2013	30.230483	66.997369	0	2	3	5	1	5	2013	08	08	Balochistan
08/08/2013	30.205674	67.010314	1	3	3	6	39	50	2013	08	07	Sindh
09/08/2013	33.737153	73.179324	1	3	15	6	2	2	2013	08	09	Islamabad Capital Territory
09/08/2013	30.204487	67.006195	0	2	2	5	11	31	2013	08	09	Balochistan
09/08/2013	33.560565	70.337563	0	3	14	6	2	1	2013	08	09	Federally Administered Tribal Areas
10/08/2013	28.923448	69.001648	0	1	14	6	1	2	2013	08	10	Balochistan
10/08/2013	29.408737	67.189449	0	2	4	5	2	0	2013	08	10	Balochistan
11/08/2013	24.880753	67.161556	0	3	3	6	0	2	2013	08	11	Sindh
11/08/2013	30.210718	67.008678	0	3	4	6	0	2	2013	08	11	Balochistan
11/08/2013	24.943729	67.040863	0	1	3	6	0	0	2013	08	11	Sindh
11/08/2013	28.995	68.348333	0	9	3	13	0	0	2013	08	11	Balochistan
12/08/2013	30.209459	67.018173	0	3	14	6	2	1	2013	08	12	Balochistan
12/08/2013	30.209459	67.018173	0	3	14	6	0	0	2013	08	12	Balochistan
12/08/2013	33.986111	71.456944	0	3	14	6	0	0	2013	08	12	Khyber Pakhtunkhwa
12/08/2013	32.290282	69.542229	0	3	10	6	0	0	2013	08	12	Federally Administered Tribal Areas
12/08/2013	34.212446	71.516171	0	3	20	6	0	0	2013	08	12	Khyber Pakhtunkhwa
13/08/2013	24.921819	67.058008	0	3	15	6	2	26	2013	08	13	Sindh
13/08/2013	24.916667	67	0	3	15	6	0	2	2013	08	13	Sindh
13/08/2013	29.211389	67.7325	0	2	4	5	5	0	2013	08	13	Balochistan
13/08/2013	29.555054	66.0198	0	3	16	6	0	0	2013	08	13	Balochistan
13/08/2013	26.007733	63.06078	0	3	4	6	0	0	2013	08	13	Balochistan
13/08/2013	28.490733	65.095779	0	3	3	6	0	0	2013	08	13	Balochistan
14/08/2013	25.029	66.882	0	3	19	6	0	3	2013	08	14	Balochistan
15/08/2013	24.86915	66.995045	0	1	2	5	0	1	2013	08	15	Sindh
16/08/2013	33.987068	71.44561	0	1	14	5	1	0	2013	08	16	Khyber Pakhtunkhwa
16/08/2013	24.893379	67.028061	0	2	10	5	0	2	2013	08	16	Sindh
16/08/2013	29.9027	67.121834	0	3	19	6	0	0	2013	08	16	Balochistan
16/08/2013	25.362796	68.296825	0	2	19	5	1	4	2013	08	16	Sindh
16/08/2013	29.939959	67.187529	0	2	19	6	3	32	2013	08	16	Balochistan
16/08/2013	34.268424	72.357752	0	2	3	5	3	3	2013	08	17	Khyber Pakhtunkhwa
17/08/2013	33.986111	71.456944	0	3	15	6	0	0	2013	08	17	Sindh
17/08/2013	24.951764	67.130903	0	3	22	6	0	0	2013	08	16	Khyber Pakhtunkhwa
17/08/2013	26.007733	63.06078	0	1	2	5	0	1	2013	08	17	Balochistan
18/08/2013	34.119281	72.469002	0	2	3	5	2	1	2013	08	18	Khyber Pakhtunkhwa
18/08/2013	30.201446	67.010752	0	2	4	5	2	0	2013	08	18	Balochistan
18/08/2013	34.805278	71.467778	0	2	14	5	1	0	2013	08	18	Federally Administered Tribal Areas
18/08/2013	28.449374	68.194427	0	2	17	5	1	1	2013	08	18	Balochistan
18/08/2013	29.030057	66.589323	0	2	21	5	0	0	2013	08	19	Federally Administered Tribal Areas
19/08/2013	34.343333	71.236667	0	3	8	6	0	0	2013	08	18	Balochistan
21/08/2013	29.408737	67.189449	0	3	3	6	1	2	2013	08	21	Balochistan
21/08/2013	30.918426	66.454185	0	3	19	6	2	15	2013	08	21	Balochistan
21/08/2013	25.018032	67.135825	0	2	14	5	0	0	2013	08	21	Sindh
21/08/2013	24.95369	66.973659	0	2	3	5	0	2	2013	08	21	Sindh
21/08/2013	34.005285	71.99836	0	1	22	5	1	0	2013	08	21	Khyber Pakhtunkhwa
21/08/2013	34.881425	71.531868	0	2	17	5	2	0	2013	08	21	Federally Administered Tribal Areas
22/08/2013	24.832234	67.129867	0	3	4	6	2	15	2013	08	22	Sindh
22/08/2013	24.832234	67.129867	0	3	3	6	0	0	2013	08	22	Sindh
22/08/2013	30.919444	66.455833	0	3	2	6	0	0	2013	08	22	Balochistan
22/08/2013	30.919444	66.455833	0	3	2	6	0	0	2013	08	22	Balochistan
23/08/2013	33.600322	73.044555	0	2	8	5	3	2	2013	08	23	Punjab
23/08/2013	33.95242	71.540651	0	3	3	6	0	0	2013	08	23	Khyber Pakhtunkhwa
23/08/2013	24.95369	66.973659	0	2	22	5	2	0	2013	08	23	Sindh
23/08/2013	27.692648	68.851608	0	6	10	13			2013	08	23	Sindh
23/08/2013	34.198173	72.045196	0	1	2	5	2	0	2013	08	23	Khyber Pakhtunkhwa
24/08/2013	30.201446	67.010752	0	3	20	6	0	0	2013	08	24	Balochistan
24/08/2013	34.217222	71.555556	0	3	20	6	0	0	2013	08	24	Khyber Pakhtunkhwa
24/08/2013	29.033333	69.15	0	3	21	6	0	0	2013	08	24	Balochistan
24/08/2013	31.588479	74.354675	0	2	22	5	0	0	2013	08	24	Punjab
24/08/2013	24.883333	67.033333	0	1	2	5	0	0	2013	08	24	Sindh
24/08/2013	27.341465	66.370547	0	7	4	5	0	0	2013	08	24	Balochistan
25/08/2013	28.608333	66.314444	0	7	21	5	0	0	2013	08	25	Balochistan
25/08/2013	24.916667	67.083333	0	2	15	5	1	0	2013	08	25	Sindh
25/08/2013	35.889259	74.388156	0	2	3	5	1	1	2013	08	25	Gilgit-Baltistan
25/08/2013	29.386962	68.026485	0	3	14	6	0	0	2013	08	25	Balochistan
25/08/2013	30.219915	67.015114	0	2	4	5	1	2	2013	08	25	Balochistan
26/08/2013	28.276944	68.451389	0	3	8	6	0	0	2013	08	26	Sindh
26/08/2013	28.277021	68.442593	0	3	1	6	0	0	2013	08	26	Sindh
26/08/2013	28.276944	68.451389	0	3	14	6	0	0	2013	08	26	Sindh
26/08/2013	31.826232	70.892716	0	3	20	6	0	0	2013	08	26	Khyber Pakhtunkhwa
26/08/2013	29.673735	68.732786	0	3	4	6	0	0	2013	08	26	Balochistan
26/08/2013	33.533859	71.055748	0	3	8	6	0	0	2013	08	26	Khyber Pakhtunkhwa
26/08/2013	29.690439	66.933775	0	3	4	6	0	0	2013	08	26	Balochistan
27/08/2013	33.894429	71.462374	0	7	17	5	0	0	2013	08	27	Khyber Pakhtunkhwa
27/08/2013	32.51899	70.025246	1	3	4	6	6	9	2013	08	27	Federally Administered Tribal Areas
27/08/2013	34	71.383333	0	6	2	13			2013	08	27	Khyber Pakhtunkhwa
28/08/2013	34.440833	71.058333	0	3	17	6	1	5	2013	08	28	Federally Administered Tribal Areas
29/08/2013	34.309987	72.046816	0	2	3	5	1	1	2013	08	29	Khyber Pakhtunkhwa
29/08/2013	33.694066	73.076736	0	1	2	5	0	0	2013	08	29	Islamabad Capital Territory
29/08/2013	24.893379	67.028061	0	3	20	6	0	0	2013	08	29	Sindh
29/08/2013	24.893379	67.028061	0	3	20	6	0	0	2013	08	29	Sindh
29/08/2013	24.858754	67.057775	0	2	15	5	1	0	2013	08	29	Sindh
29/08/2013	24.948554	66.975891	0	2	14	5	2	0	2013	08	29	Sindh
29/08/2013	29.030057	66.589323	0	6	15	5			2013	08	29	Balochistan
30/08/2013	24.923035	67.020409	0	2	14	5	1	0	2013	08	30	Sindh
30/08/2013	24.895157	67.024627	0	3	14	6	0	0	2013	08	30	Sindh
31/08/2013	26.115009	62.041359	0	2	4	5	7	11	2013	08	31	Balochistan
31/08/2013	30.219915	67.015114	0	1	14	6	0	0	2013	08	31	Balochistan
31/08/2013	32.822552	70.775128	0	2	14	5	1	1	2013	08	31	Khyber Pakhtunkhwa
01/09/2013	32.546259	70.716847	0	2	1	5	3		2013	09	01	Khyber Pakhtunkhwa
01/09/2013	32.96083	69.91806	0	3	4	6	9	20	2013	09	01	Federally Administered Tribal Areas
01/09/2013	29.629405	67.404015	0	3	20	6	0	0	2013	09	01	Balochistan
01/09/2013	28.166667	67.866667	0	3	21	6	0	0	2013	09	01	Balochistan
01/09/2013	34.004299	71.54483	0	3	14	6	1	0	2013	09	01	Khyber Pakhtunkhwa
01/09/2013	28.51882	68.541111	0	3	4	6	0	0	2013	09	01	Balochistan
01/09/2013	29.897242	69.527614	0	3	3	6	0	0	2013	09	01	Balochistan
01/09/2013	34.033333	71.416667	0	3	3	6	0	0	2013	09	01	Khyber Pakhtunkhwa
01/09/2013	33.91231	71.8184	0	3	20	6	0	0	2013	09	01	Khyber Pakhtunkhwa
01/09/2013	28.397913	68.381975	0	3	20	6	0	0	2013	09	01	Balochistan
02/09/2013	33.991981	71.498504	0	3	2	6	0	0	2013	09	02	Khyber Pakhtunkhwa
02/09/2013	34.098663	71.151143	0	3	4	6	0	1	2013	09	02	Federally Administered Tribal Areas
02/09/2013	35.207235	72.545623	0	2	15	5	1	3	2013	09	02	Khyber Pakhtunkhwa
02/09/2013	27.686447	66.137065	0	2	3	5	0	0	2013	09	02	Balochistan
02/09/2013			0	7	4	8	0	0	2013	09	02	Unknown
03/09/2013	24.893379	67.028061	0	2	3	6	2	0	2013	09	03	SIndh
03/09/2013	29.8	66.85	0	2	4	5	1	0	2013	09	03	Balochistan
03/09/2013	24.95	66.966667	0	2	3	5	2	1	2013	09	03	Sindh
03/09/2013	32.974638	70.14558	0	3	4	6	0	0	2013	09	03	Federally Administered Tribal Areas
03/09/2013	32.974638	70.14558	0	3	4	6	0	0	2013	09	03	Federally Administered Tribal Areas
03/09/2013	28.519882	68.54302	0	3	14	6	0	2	2013	09	03	Balochistan
04/09/2013	31.823759	70.9095	0	3	3	6	0	0	2013	09	04	Khyber Pakhtunkhwa
04/09/2013	31.823759	70.9095	0	3	3	6	0	0	2013	09	04	Khyber Pakhtunkhwa
04/09/2013	31.823759	70.9095	0	3	20	6	0	0	2013	09	04	Khyber Pakhtunkhwa
04/09/2013	24.893379	67.028061	0	1	4	5	1	1	2013	09	04	Sindh
04/09/2013	30.209459	67.018173	0	3	8	6	0	5	2013	09	04	Balochistan
04/09/2013	32.988889	70.605556	0	3	14	6	1	0	2013	09	04	Khyber Pakhtunkhwa
04/09/2013	32.988889	70.605556	0	3	14	6	1	0	2013	09	04	Khyber Pakhtunkhwa
05/09/2013	32.988889	70.605556	0	3	8	6	0	11	2013	09	05	Khyber Pakhtunkhwa
05/09/2013	34.004299	71.54483	0	2	4	6	0	2	2013	09	05	Khyber Pakhtunkhwa
05/09/2013	29.033333	69.15	0	3	3	6	2	4	2013	09	05	Balochistan
05/09/2013	32.929773	70.669266	0	3	3	6	0	6	2013	09	05	Khyber Pakhtunkhwa
05/09/2013	28.3898	68.190838	0	3	14	6	1	0	2013	09	05	Balochistan
06/09/2013	33.79455	71.558111	0	2	19	5	5	1	2013	09	06	Khyber Pakhtunkhwa
06/09/2013	34.00372	71.544288	0	3	3	6	0	4	2013	09	06	Khyber Pakhtunkhwa
06/09/2013	32.479122	73.981534	0	2	15	5	7	4	2013	09	06	Punjab
06/09/2013	34.004299	71.54483	0	3	3	6	0	0	2013	09	06	Khyber Pakhtunkhwa
06/09/2013	29.036203	69.156628	0	3	20	6	0	0	2013	09	06	Balochistan
06/09/2013	24.95	66.966667	0	1	14	5	1	0	2013	09	06	Sindh
06/09/2013	34.004299	71.54483	0	6	17	5			2013	09	06	Khyber Pakhtunkhwa
07/09/2013	24.893379	67.028061	0	2	3	5	1	0	2013	09	07	Sindh
08/09/2013	30.176444	66.994259	0	3	14	6	2	6	2013	09	08	Balochistan
08/09/2013	30.396933	68.627669	0	2	3	5	2	1	2013	09	08	Balochistan
08/09/2013	28.699213	68.823866	0	3	14	6	0	4	2013	09	08	Balochistan
08/09/2013	30.16318	71.401735	0	6	22	5	1	0	2013	09	08	Punjab
08/09/2013	31.54505	74.340683	0	3	19	6	0	0	2013	09	08	Punjab
08/09/2013	32.999081	70.065163	0	2	4	5	1	0	2013	09	08	Federally Administered Tribal Areas
08/09/2013	32.974638	70.14558	0	3	4	6	0	0	2013	09	08	Federally Administered Tribal Areas
08/09/2013	32.974638	70.14558	0	3	4	6	0	2	2013	09	08	Federally Administered Tribal Areas
08/09/2013	34.12811	71.26928	0	3	4	6	0	0	2013	09	08	Federally Administered Tribal Areas
08/09/2013	34.018106	71.284119	0	3	14	6	0	0	2013	09	08	Federally Administered Tribal Areas
08/09/2013	26.068672	62.718835	0	3	21	6	0	0	2013	09	08	Balochistan
09/09/2013	33.916725	71.458755	0	6	17	9	3		2013	09	09	Federally Administered Tribal Areas
09/09/2013	33.583401	71.433219	1	3	3	6	4	9	2013	09	09	Khyber Pakhtunkhwa
09/09/2013	26.61336	67.69896	0	2	3	5	3	0	2013	09	09	Sindh
09/09/2013	30.209459	67.018173	0	3	20	6	0	0	2013	09	09	Balochistan
09/09/2013	26.966142	64.091063	0	3	8	6	0	0	2013	09	09	Balochistan
09/09/2013	34.150928	71.735939	0	3	1	6	0	0	2013	09	09	Khyber Pakhtunkhwa
09/09/2013	34.34833	71.29278	0	3	3	6	0	1	2013	09	09	Federally Administered Tribal Areas
10/09/2013	34.004299	71.54483	0	3	20	6	0	0	2013	09	10	Khyber Pakhtunkhwa
10/09/2013	34.004299	71.54483	0	3	20	6	0	0	2013	09	10	Khyber Pakhtunkhwa
10/09/2013	24.893379	67.028061	0	2	3	5	2	0	2013	09	10	Sindh
10/09/2013	33.798443	70.135127	0	3	14	6	0	1	2013	09	10	Federally Administered Tribal Areas
11/09/2013	25.51519	62.003042	0	6	1	5	3		2013	09	11	Balochistan
11/09/2013	30.215762	67.018547	0	3	1	6	0	0	2013	09	11	Balochistan
11/09/2013	34.01738	71.544228	0	1	14	6	0	0	2013	09	11	Khyber Pakhtunkhwa
11/09/2013	28.51882	68.541111	0	3	3	6	0	0	2013	09	11	Balochistan
11/09/2013	28.166667	67.866667	0	3	20	6	0	0	2013	09	12	Khyber Pakhtunkhwa
12/09/2013	34.235736	71.90923	0	2	3	6	1	1	2013	09	12	Khyber Pakhtunkhwa
12/09/2013	34.235736	71.90923	0	3	8	6	0	0	2013	09	12	Balochistan
12/09/2013	26.738252	64.148741	0	2	15	5	2	0	2013	09	12	Federally Administered Tribal Areas
12/09/2013	34.100576	71.147289	0	7	4	8	0	0	2013	09	12	Federally Administered Tribal Areas
12/09/2013	33.899167	70.100833	0	3	20	6	0	0	2013	09	13	Federally Administered Tribal Areas
13/09/2013	34.321111	71.4	0	3	8	6	1	0	2013	09	13	Balochistan
13/09/2013	28.477856	66.281947	0	2	4	6	1	0	2013	09	13	Balochistan
13/09/2013	28.519393	68.542815	0	3	14	6	0	1	2013	09	13	Khyber Pakhtunkhwa
13/09/2013	32.37056	70.63583	0	3	14	6	0	0	2013	09	13	Khyber Pakhtunkhwa
13/09/2013	32.32174	70.73452	0	3	1	6	0	0	2013	09	13	Sindh
13/09/2013	24.95369	67.007904	0	3	15	6	0	0	2013	09	13	Balochistan
13/09/2013	30.209459	67.018173	0	1	22	5	1	0	2013	09	13	Balochistan
13/09/2013	26.118144	62.04114	0	3	4	6			2013	09	13	Balochistan
13/09/2013	25.126389	62.3225	0	6	1	5	3		2013	09	14	Khyber Pakhtunkhwa
14/09/2013	34	71.383333	0	3	14	6	1	0	2013	09	14	Federally Administered Tribal Areas
14/09/2013	34.81556	71.5136	0	3	17	6	1	5	2013	09	14	Balochistan
14/09/2013	27.8	66.616667	0	2	3	5	2	0	2013	09	14	Balochistan
14/09/2013	30.209459	67.018173	0	2	14	5	1	0	2013	09	14	Sindh
14/09/2013	24.893379	67.028061	0	2	3	5	1	0	2013	09	11	Balochistan
14/09/2013	30.35762	66.945162	0	3	21	6	0	0	2013	09	14	Balochistan
14/09/2013	26.863281	64.164734	0	3	4	6	0	0	2013	09	14	Balochistan
14/09/2013	34.016242	71.544228	0	6	1	5	0	0	2013	09	14	Khyber Pakhtunkhwa
14/09/2013	28.519684	68.541119	0	3	20	6	0	0	2013	09	14	Balochistan
14/09/2013	32.988889	70.605556	0	3	4	6	0	3	2013	09	14	Khyber Pakhtunkhwa
14/09/2013	34.004299	71.54483	0	6	14	13			2013	09	15	Khyber Pakhtunkhwa
15/09/2013	35.09054	71.76357	0	1	4	6	3	3	2013	09	15	Federally Administered Tribal Areas
15/09/2013	32.999081	70.065163	0	3	4	6	1	2	2013	09	15	Balochistan
15/09/2013	25.028684	66.881306	0	2	4	6	0	2	2013	09	15	Khyber Pakhtunkhwa
15/09/2013	32.929773	70.669266	0	9	4	13	2	3	2013	09	15	Khyber Pakhtunkhwa
15/09/2013	32.80019	70.506978	0	3	8	6	0	0	2013	09	15	Khyber Pakhtunkhwa
15/09/2013	31.823759	70.9095	0	3	14	6	0	4	2013	09	15	Khyber Pakhtunkhwa
15/09/2013	34.014975	71.58049	0	6	14	13			2013	09	16	Sindh
16/09/2013	28.276944	68.451389	0	2	3	5	0	1	2013	09	16	Khyber Pakhtunkhwa
16/09/2013	34.775302	72.360392	0	1	17	5	1	0	2013	09	16	Sindh
16/09/2013	24.95	66.966667	0	1	2	5	1	0	2013	09	14	Khyber Pakhtunkhwa
17/09/2013	32.601768	70.914772	0	3	3	6	0	0	2013	09	17	Khyber Pakhtunkhwa
17/09/2013	32.90491	70.72802	0	3	20	6	0	0	2013	09	17	Khyber Pakhtunkhwa
17/09/2013	30.224068	67.021294	0	6	1	5	0	1	2013	09	17	Balochistan
17/09/2013	27.692192	66.19802	0	3	4	6	0	0	2013	09	17	Balochistan
18/09/2013	30.209459	67.018173	0	2	14	5	2	0	2013	09	18	Balochistan
18/09/2013	24.923882	66.973329	0	1	14	6	0	0	2013	09	18	Sindh
18/09/2013	32.905167	69.748798	0	3	4	6	2	1	2013	09	18	Federally Administered Tribal Areas
18/09/2013	24.95369	67.021637	0	1	17	5	3	1	2013	09	18	Sindh
18/09/2013	34.003411	71.569311	0	3	3	6	0	1	2013	09	18	Khyber Pakhtunkhwa
18/09/2013	34.34339	71.2367	0	3	8	6	0	1	2013	09	18	Federally Administered Tribal Areas
19/09/2013	34.004299	71.54483	0	2	15	6	3	13	2013	09	19	Khyber Pakhtunkhwa
19/09/2013	34.004299	71.54483	0	3	3	6	0	0	2013	09	19	Khyber Pakhtunkhwa
19/09/2013	30.176444	66.994259	0	3	3	6	0	10	2013	09	19	Balochistan
19/09/2013	24.893379	67.028061	0	3	14	6	4	15	2013	09	19	Sindh
19/09/2013	29.408737	67.189449	0	7	19	5	0	0	2013	09	19	Balochistan
19/09/2013	34.004299	71.54483	0	3	3	6	0	0	2013	09	19	Khyber Pakhtunkhwa
19/09/2013	33.704135	70.331891	0	2	2	6	0	0	2013	09	19	Federally Administered Tribal Areas
19/09/2013	30.219322	67.017174	0	3	3	6	0	3	2013	09	19	Balochistan
19/09/2013	32.2983	69.576527	0	3	4	6	0	2	2013	09	19	Federally Administered Tribal Areas
20/09/2013	34.784982	72.765771	1	3	20	6	1	0	2013	09	20	Khyber Pakhtunkhwa
20/09/2013	29.866667	67.333333	0	3	3	6	0	4	2013	09	20	Balochistan
20/09/2013	34.004299	71.54483	0	3	20	6	0	0	2013	09	20	Khyber Pakhtunkhwa
20/09/2013	34.006649	71.999817	0	1	22	5	1	4	2013	09	20	Khyber Pakhtunkhwa
20/09/2013	30.924602	66.461712	0	3	1	6	0	2	2013	09	20	Balochistan
20/09/2013	27.340505	66.370608	0	2	9	6	0	0	2013	09	20	Balochistan
20/09/2013	31.823759	70.9095	0	1	2	6	0	0	2013	09	20	Khyber Pakhtunkhwa
20/09/2013	34.785599	72.767345	1	3	20	6	1	0	2013	09	20	Khyber Pakhtunkhwa
21/09/2013	34.345171	71.787936	0	1	3	6	0	0	2013	09	21	Khyber Pakhtunkhwa
21/09/2013	24.893946	66.993092	0	3	14	6	0	0	2013	09	21	Sindh
22/09/2013	34.00372	71.544288	1	3	15	6	87	131	2013	09	22	Khyber Pakhtunkhwa
22/09/2013	24.893379	67.028061	0	3	22	6	0	0	2013	09	22	Sindh
22/09/2013	29.548335	67.875374	0	3	14	6	0	21	2013	09	22	Balochistan
22/09/2013	34.851148	71.919924	0	2	4	5	12	2	2013	09	22	Khyber Pakhtunkhwa
22/09/2013	33.718151	73.060547	0	2	1	5	0	1	2013	09	22	Islamabad Capital Territory
22/09/2013	32.95643	70.219909	0	3	14	6	1	1	2013	09	22	Federally Administered Tribal Areas
22/09/2013	34.573865	72.437853	0	1	14	5	1	0	2013	09	22	Khyber Pakhtunkhwa
23/09/2013	30.689888	67.091918	0	3	3	6	5	5	2013	09	23	Balochistan
23/09/2013	24.893379	67.028061	0	2	3	6	1	1	2013	09	23	Sindh
23/09/2013	33.996273	71.574818	0	3	3	6	0	2	2013	09	23	Khyber Pakhtunkhwa
23/09/2013	34.886553	71.661978	0	3	4	6	1	1	2013	09	23	Khyber Pakhtunkhwa
24/09/2013	33.98623	71.453572	0	3	4	6	0	2	2013	09	24	Khyber Pakhtunkhwa
25/09/2013	34.349642	71.246289	0	6	1	5			2013	09	25	Federally Administered Tribal Areas
25/09/2013	34.349642	71.246289	0	3	1	6	3	5	2013	09	25	Federally Administered Tribal Areas
25/09/2013	26.101188	65.472164	0	2	3	6	0	0	2013	09	25	Balochistan
25/09/2013	32.988889	70.605556	0	3	4	6	0	3	2013	09	25	Khyber Pakhtunkhwa
25/09/2013	32.798611	70.506389	0	2	4	6	5	1	2013	09	25	Khyber Pakhtunkhwa
26/09/2013	26.91126	65.570785	0	1	2	6	0	0	2013	09	26	Balochistan
26/09/2013	27.795215	66.491078	0	1	22	5	1	0	2013	09	26	Balochistan
27/09/2013	34.00372	71.544288	0	3	2	6	17	33	2013	09	27	Khyber Pakhtunkhwa
27/09/2013	26.91126	65.570785	0	2	2	5	0	0	2013	09	27	Balochistan
27/09/2013	24.95	66.966667	0	1	14	6	0	0	2013	09	27	Sindh
27/09/2013	33.976865	71.435081	0	7	4	5	0	1	2013	09	27	Khyber Pakhtunkhwa
27/09/2013	34.456445	71.908738	0	3	1	6	0	7	2013	09	27	Khyber Pakhtunkhwa
28/09/2013	26.730893	64.145994	0	2	4	5	9	2	2013	09	28	Balochistan
28/09/2013	34.004299	71.54483	0	3	1	6	0	0	2013	09	28	Khyber Pakhtunkhwa
28/09/2013	24.832234	67.129867	0	2	3	6	3	0	2013	09	28	Sindh
29/09/2013	34.00372	71.544288	0	3	14	6	43	101	2013	09	29	Khyber Pakhtunkhwa
30/09/2013	26.098269	65.475736	0	1	2	6	0	0	2013	09	30	Balochistan
30/09/2013	26.098269	65.475736	0	2	2	6	0	0	2013	09	30	Balochistan
30/09/2013	34.856902	71.429936	0	3	2	6	0	1	2013	09	30	Federally Administered Tribal Areas
01/10/2013	34.116667	72.466667	0	3	14	6	0	1.5	2013	10	01	Khyber Pakhtunkhwa
01/10/2013	34.116667	72.466667	0	3	8	6	0	1.5	2013	10	01	Khyber Pakhtunkhwa
01/10/2013	34.014975	71.58049	0	3	1	6	0	0	2013	10	01	Khyber Pakhtunkhwa
01/10/2013	27.79927	66.617309	0	2	2	5	0	1	2013	10	01	Balochistan
01/10/2013	28.55	68.216667	0	3	1	6	0	0	2013	10	01	Balochistan
01/10/2013	34.706111	71.433056	0	3	3	6	1	1	2013	10	02	Balochistan
02/10/2013	26.913712	65.458628	0	3	4	6	2	3	2013	10	02	Balochistan
02/10/2013	26.098269	65.475736	0	2	4	5	0	0	2013	10	01	Federally Administered Tribal Areas
02/10/2013	27.023584	65.540337	0	2	4	5	0	0	2013	10	02	Balochistan
02/10/2013	26.098269	65.475736	0	2	4	5	0	0	2013	10	02	Balochistan
02/10/2013	28.386432	66.227987	0	2	4	6	0	0	2013	10	02	Balochistan
02/10/2013	25.050063	67.02263	0	2	3	6	0	4	2013	10	02	Sindh
02/10/2013	30.132069	66.979169	0	3	1	6	0	0	2013	10	02	Balochistan
02/10/2013	34.0989	71.14978	0	3	20	6	0	0	2013	10	02	Federally Administered Tribal Areas
02/10/2013	32.988889	70.605556	0	3	4	6	0	2	2013	10	03	Balochistan
03/10/2013	30.182971	66.998734	0	2	3	5	0	0	2013	10	03	Khyber Pakhtunkhwa
03/10/2013	33.546327	71.0757	1	3	17	6	18	22	2013	10	03	Federally Administered Tribal Areas
03/10/2013	32.667476	69.859741	0	6	10	5	0	0	2013	10	03	Khyber Pakhtunkhwa
03/10/2013	33.9857	71.461228	0	6	14	5			2013	10	03	Khyber Pakhtunkhwa
03/10/2013	34.09398	71.845048	0	3	12	6	0	0	2013	10	03	Sindh
03/10/2013	24.861462	67.009939	0	2	3	5	0	2	2013	10	04	Balochistan
04/10/2013	30.191604	66.998056	0	6	12	5			2013	10	04	Khyber Pakhtunkhwa
04/10/2013	34.200114	72.050801	0	2	3	5	1	0	2013	10	04	Khyber Pakhtunkhwa
04/10/2013	34.150928	71.735939	0	2	3	5	1	0	2013	10	04	Khyber Pakhtunkhwa
04/10/2013	33.968247	71.511051	0	3	3	6	1	2	2013	10	02	Khyber Pakhtunkhwa
04/10/2013	24.861462	67.009939	0	2	1	5	0	2	2013	10	04	Sindh
